AMC,Code,Scheme Name,Scheme Type,Scheme Category,Scheme NAV Name,Scheme Minimum Amount,Launch Date, Closure Date,ISIN Div Payout/ ISIN GrowthISIN Div Reinvestment
ICICI Prudential Asset Management Company Limited,135996,ICICI Prudential Business Cycle Fund - Series 3,Close Ended,Growth,ICICI Prudential Business Cycle Fund - Series 3 Cumulative option,5000,08-Jan-2016,,INF109KB1PX1
ICICI Prudential Asset Management Company Limited,135997,ICICI Prudential Business Cycle Fund - Series 3,Close Ended,Growth,ICICI Prudential Business Cycle Fund - Series 3 Dividend option,5000,08-Jan-2016,,INF109KB1PY9
ICICI Prudential Asset Management Company Limited,135998,ICICI Prudential Business Cycle Fund - Series 3,Close Ended,Growth,ICICI Prudential Business Cycle Fund - Series 3 Direct Plan Cumulative option,5000,08-Jan-2016,,INF109KB1PZ6
ICICI Prudential Asset Management Company Limited,135999,ICICI Prudential Business Cycle Fund - Series 3,Close Ended,Growth,ICICI Prudential Business Cycle Fund - Series 3 Direct Plan Dividend option,5000,08-Jan-2016,,INF109KB1QA7
Nippon Life India Asset Management Limited,136000,Reliance Fixed Horizon Fund XXX - Series 1,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 1 -Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,08-Jan-2016,,INF204KA11U5
Nippon Life India Asset Management Limited,136001,Reliance Fixed Horizon Fund XXX - Series 1,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 1 -Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,08-Jan-2016,,INF204KA19T0
Nippon Life India Asset Management Limited,136002,Reliance Fixed Horizon Fund XXX - Series 1,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 1 -Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,08-Jan-2016,,INF204KA12U3
Nippon Life India Asset Management Limited,136003,Reliance Fixed Horizon Fund XXX - Series 1,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 1 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,08-Jan-2016,,INF204KA10U7
SBI Funds Management Limited,136004,SBI LONG TERM ADVANTAGE FUND - SERIES III,Close Ended,ELSS,SBI Long Term Advantage Fund - Series III - Regular Plan - Growth,Rs. 500/- and in multiples of Rs. 500 thereafter,31-Dec-2015,30-Mar-2016,INF200KA1HL2
SBI Funds Management Limited,136005,SBI LONG TERM ADVANTAGE FUND - SERIES III,Close Ended,ELSS,SBI Long Term Advantage Fund - Series III - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Rs. 500/- and in multiples of Rs. 500 thereafter,31-Dec-2015,30-Mar-2016,INF200KA1HM0
SBI Funds Management Limited,136006,SBI LONG TERM ADVANTAGE FUND - SERIES III,Close Ended,ELSS,SBI Long Term Advantage Fund - Series III - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Rs. 500/- and in multiples of Rs. 500 thereafter,31-Dec-2015,30-Mar-2016,INF200KA1HO6
SBI Funds Management Limited,136007,SBI LONG TERM ADVANTAGE FUND - SERIES III,Close Ended,ELSS,SBI Long Term Advantage Fund - Series III - Direct Plan - Growth,Rs. 500/- and in multiples of Rs. 500 thereafter,31-Dec-2015,30-Mar-2016,INF200KA1HN8
Nippon Life India Asset Management Limited,136030,Reliance Fixed Horizon Fund XXX - Series 2,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 2 - Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA14U9
Nippon Life India Asset Management Limited,136031,Reliance Fixed Horizon Fund XXX - Series 2,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 2 -Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA15U6
Nippon Life India Asset Management Limited,136028,Reliance Fixed Horizon Fund XXX - Series 2,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 2 -Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA16U4
Nippon Life India Asset Management Limited,136029,Reliance Fixed Horizon Fund XXX - Series 2,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 2 - Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA13U1
ICICI Prudential Asset Management Company Limited,136046,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Cumulative Option,5000,11-Jan-2016,,INF109KB1QD1
ICICI Prudential Asset Management Company Limited,136047,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Cumulative Option,5000,11-Jan-2016,,INF109KB1QB5
ICICI Prudential Asset Management Company Limited,136048,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Dividend Option,5000,11-Jan-2016,,INF109KB1QC3
ICICI Prudential Asset Management Company Limited,136049,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1185 Days Plan F Direct Plan Dividend Option,5000,11-Jan-2016,,INF109KB1QE9
Nippon Life India Asset Management Limited,136056,Reliance Fixed Horizon Fund XXX- Series 3,Close Ended,Income,Reliance Fixed Horizon Fund XXX-Series 3- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA11V3
Nippon Life India Asset Management Limited,136057,Reliance Fixed Horizon Fund XXX- Series 3,Close Ended,Income,Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA14V7
Nippon Life India Asset Management Limited,136058,Reliance Fixed Horizon Fund XXX- Series 3,Close Ended,Income,Reliance Fixed Horizon Fund XXX-Series 3- Direct Plan-Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA13V9
Nippon Life India Asset Management Limited,136059,Reliance Fixed Horizon Fund XXX- Series 3,Close Ended,Income,Reliance Fixed Horizon Fund XXX-Series 3- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,15-Jan-2016,,INF204KA12V1
ICICI Prudential Asset Management Company Limited,136072,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C Direct Plan Dividend Option,5000,18-Jan-2016,,
ICICI Prudential Asset Management Company Limited,136073,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C Cumulative Option,5000,18-Jan-2016,,
ICICI Prudential Asset Management Company Limited,136074,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C Direct Plan Cumulative Option,5000,18-Jan-2016,,
ICICI Prudential Asset Management Company Limited,136075,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1185 Days Plan C Dividend Option,5000,18-Jan-2016,,
Kotak Mahindra Asset Management Company Limited.,136082,Kotak FMP Series 185,Close Ended,Income,Kotak FMP Series 185 - Regular Dividend,5000,12-Jan-2016,,INF174K019B5
Kotak Mahindra Asset Management Company Limited.,136083,Kotak FMP Series 185,Close Ended,Income,Kotak FMP Series 185 - Direct Growth,5000,12-Jan-2016,,INF174K010C2
Kotak Mahindra Asset Management Company Limited.,136084,Kotak FMP Series 185,Close Ended,Income,Kotak FMP Series 185 - Regular Growth,5000,12-Jan-2016,,INF174K018B7
Kotak Mahindra Asset Management Company Limited.,136085,Kotak FMP Series 185,Close Ended,Income,Kotak FMP Series 185 - Direct Dividend,5000,12-Jan-2016,,INF174K011C0
HDFC Asset Management Company Limited,136090,HDFC Retirement Savings Fund - Equity Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,HDFC Retirement Savings Fund - Equity Plan - Growth Option,5000,05-Feb-2016,19-Feb-2016,INF179KB1MG8
HDFC Asset Management Company Limited,136094,HDFC Retirement Savings Fund - Equity Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,5000,05-Feb-2016,19-Feb-2016,INF179KB1MF0
UTI Asset Mgmt. Co. Ltd.,136121,UTI - Dual Advantage Fixed Term Fund Series II-V (1997 Days),Close Ended,Income,UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan - IDCW,Rs 5000 & in multiple of Rs 1 thereafter,18-Jan-2016,,INF789FB10P5
UTI Asset Mgmt. Co. Ltd.,136122,UTI - Dual Advantage Fixed Term Fund Series II-V (1997 Days),Close Ended,Income,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option,Rs 5000 & in multiple of Rs 1 thereafter,18-Jan-2016,,INF789FB11P3
UTI Asset Mgmt. Co. Ltd.,136123,UTI - Dual Advantage Fixed Term Fund Series II-V (1997 Days),Close Ended,Income,UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Direct Plan - IDCW,Rs 5000 & in multiple of Rs 1 thereafter,18-Jan-2016,,INF789FB12P1
UTI Asset Mgmt. Co. Ltd.,136124,UTI - Dual Advantage Fixed Term Fund Series II-V (1997 Days),Close Ended,Income,UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option,Rs 5000 & in multiple of Rs 1 thereafter,18-Jan-2016,,INF789FB13P9
Nippon Life India Asset Management Limited,136125,Reliance Fixed Horizon Fund XXX - Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 4 -Direct Plan- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,29-Jan-2016,,INF204KA18V8
Nippon Life India Asset Management Limited,136126,Reliance Fixed Horizon Fund XXX - Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 4 -Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,29-Jan-2016,,INF204KA16V2
Nippon Life India Asset Management Limited,136127,Reliance Fixed Horizon Fund XXX - Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 4 -Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,29-Jan-2016,,INF204KA17V0
Nippon Life India Asset Management Limited,136128,Reliance Fixed Horizon Fund XXX - Series 4,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 4 -Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,29-Jan-2016,,INF204KA15V4
Kotak Mahindra Asset Management Company Limited.,136133,Kotak FMP Series 186,Close Ended,Income,Kotak FMP Series 186 - Regular Dividend,5000,29-Jan-2016,,INF174KA1DV2
Kotak Mahindra Asset Management Company Limited.,136134,Kotak FMP Series 186,Close Ended,Income,Kotak FMP Series 186 - Regular Growth,5000,29-Jan-2016,,INF174KA1DU4
Kotak Mahindra Asset Management Company Limited.,136135,Kotak FMP Series 186,Close Ended,Income,Kotak FMP Series 186 - Direct Growth,5000,29-Jan-2016,,INF174KA1DW0
Kotak Mahindra Asset Management Company Limited.,136136,Kotak FMP Series 186,Close Ended,Income,Kotak FMP Series 186 - Direct Dividend,5000,29-Jan-2016,,INF174KA1DX8
ICICI Prudential Asset Management Company Limited,136151,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D Direct Plan Cumulative Option,5000,01-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136152,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D Direct Plan Dividend Option,5000,01-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136153,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D Regular Plan Cumulative Option,5000,01-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136154,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D,Close Ended,Income,ICICI Prudential Multiple Yield Fund - Series 10 - 1103 Days Plan D Regular Plan Dividend Option,5000,01-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136155,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G Regular Plan Dividend Option,5000,03-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136156,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G Direct Plan Cumulative Option,5000,03-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136157,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G Direct Plan Dividend Option,5000,03-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136158,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1175 Days Plan G Regular Plan Cumulative Option,5000,03-Feb-2016,,
Nippon Life India Asset Management Limited,136170,Reliance Fixed Horizon Fund XXX- Series 5,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 5- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,09-Feb-2016,,INF204KA19V6
Nippon Life India Asset Management Limited,136171,Reliance Fixed Horizon Fund XXX- Series 5,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 5- Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,09-Feb-2016,,INF204KA10W3
Nippon Life India Asset Management Limited,136172,Reliance Fixed Horizon Fund XXX- Series 5,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 5- Direct Plan- Growth Option,Rs 5000 and in multiples of Re. 1 thereafter,09-Feb-2016,,INF204KA12W9
Nippon Life India Asset Management Limited,136173,Reliance Fixed Horizon Fund XXX- Series 5,Close Ended,Income,Reliance Fixed Horizon Fund XXX- Series 5- Direct Plan-Dividend Payout Option,Rs 5000 and in multiples of Re. 1 thereafter,09-Feb-2016,,INF204KA11W1
ICICI Prudential Asset Management Company Limited,136180,ICICI Prudential India Recovery Fund - Series 4,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 4 Cumulative Option,5000,08-Feb-2016,,INF109KB1QX9
ICICI Prudential Asset Management Company Limited,136181,ICICI Prudential India Recovery Fund - Series 4,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 4 Direct Plan Cumulative Option,5000,08-Feb-2016,,INF109KB1QY7
ICICI Prudential Asset Management Company Limited,136182,ICICI Prudential India Recovery Fund - Series 4,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 4 Direct Plan Dividend Option,5000,08-Feb-2016,,INF109KB1QW1
ICICI Prudential Asset Management Company Limited,136183,ICICI Prudential India Recovery Fund - Series 4,Close Ended,Growth,ICICI Prudential India Recovery Fund - Series 4 Dividend Option,5000,08-Feb-2016,,INF109KB1QV3
ICICI Prudential Asset Management Company Limited,136184,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H Direct Plan Cumulative Option,5000,08-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136185,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H Direct Plan Dividend Option,5000,08-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136186,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H Dividend Option,5000,08-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136187,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1174 Days Plan H Cumulative Option,5000,08-Feb-2016,,
ICICI Prudential Asset Management Company Limited,136220,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Cumulative Option,5000,10-Feb-2016,,INF109KB1VT7
ICICI Prudential Asset Management Company Limited,136221,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Direct Plan Cumulative Option,5000,10-Feb-2016,,INF109KB1VV3
ICICI Prudential Asset Management Company Limited,136222,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Dividend Option,5000,10-Feb-2016,,INF109KB1VU5
ICICI Prudential Asset Management Company Limited,136223,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Direct Plan Dividend Option,5000,10-Feb-2016,,INF109KB1VW1
ICICI Prudential Asset Management Company Limited,136224,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Cumulative Option,5000,11-Feb-2016,,INF109KB1RD9
ICICI Prudential Asset Management Company Limited,136225,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Dividend Option,5000,11-Feb-2016,,INF109KB1RE7
ICICI Prudential Asset Management Company Limited,136226,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Cumulative Option,5000,11-Feb-2016,,INF109KB1RF4
ICICI Prudential Asset Management Company Limited,136227,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1170 Days Plan I Direct Plan Dividend Option,5000,11-Feb-2016,,INF109KB1RG2
ICICI Prudential Asset Management Company Limited,136228,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Cumulative Option,5000,15-Feb-2016,,INF109KB1RP3
ICICI Prudential Asset Management Company Limited,136229,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J,Close Ended,Income,ICICI Prudential Fixed Maturity Plan - Series 78 - 1168 Days Plan J Dividend Option,5000,15-Feb-2016,,INF109KB1RQ1
